1403636579763555584.000000,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,-0.000000000,1.000000000
1403636579813555456.000000,0.000581905,0.015423426,0.007490665,0.001481621,0.002573044,-0.000581248,0.999995470
1403636579863555584.000000,0.000085083,0.034020476,0.013697129,-0.000753316,0.004909415,-0.002410028,0.999984801
1403636579913555456.000000,0.000810472,0.056681298,0.021781733,-0.005827926,0.005847480,-0.002854010,0.999961853
1403636579963555584.000000,0.000410432,0.081161350,0.028513638,-0.011995699,0.005743093,-0.002773649,0.999907732
1403636580013555456.000000,-0.001037951,0.104696944,0.035075068,-0.017149821,0.005705058,-0.001261480,0.999835908
1403636580063555584.000000,-0.001498384,0.130208030,0.043296080,-0.020858694,0.005948106,-0.000443620,0.999764621
1403636580113555456.000000,-0.002051762,0.156490549,0.048363935,-0.023252685,0.005687051,0.001958911,0.999711514
1403636580163555584.000000,-0.002728353,0.181036383,0.054876633,-0.025188223,0.005167617,0.003364267,0.999663711
1403636580213555456.000000,-0.003482688,0.204478532,0.060565781,-0.027333971,0.004673815,0.003783503,0.999608278
1403636580263555584.000000,-0.003708270,0.225743636,0.065905258,-0.029958703,0.004519526,0.003104311,0.999536097
1403636580313555456.000000,-0.004444498,0.245842025,0.070214227,-0.033846412,0.004783265,0.000175729,0.999415636
1403636580363555584.000000,-0.005389222,0.263960570,0.072673619,-0.039501291,0.003709510,-0.000269218,0.999212623
1403636580413555456.000000,-0.006066958,0.280759007,0.074860066,-0.046777304,0.003772340,-0.001561153,0.998897076
1403636580463555584.000000,-0.007141221,0.292256355,0.076386608,-0.055495963,0.003199736,-0.001694055,0.998452365
1403636580513555456.000000,-0.008018903,0.299209654,0.077133268,-0.064013958,0.002899173,-0.001810197,0.997943163
1403636580563555584.000000,-0.008506767,0.297337264,0.075846836,-0.070900626,0.001727845,-0.000802503,0.997481585
1403636580613555456.000000,-0.008933378,0.287496597,0.072086208,-0.073311791,-0.000006997,0.000152285,0.997309089
1403636580663555584.000000,-0.009908447,0.269521475,0.066985324,-0.072020404,-0.000132315,0.000626938,0.997402966
1403636580713555456.000000,-0.011268090,0.244807526,0.060851548,-0.067995138,0.001582409,-0.001758234,0.997682869
1403636580763555584.000000,-0.011446798,0.213800073,0.054966625,-0.062739193,0.003787103,-0.005212726,0.998009205
1403636580813555456.000000,-0.011347684,0.179372996,0.048705332,-0.056314934,0.007141708,-0.008618481,0.998350382
1403636580863555584.000000,-0.011929593,0.139977887,0.039823815,-0.049029656,0.012415614,-0.012511287,0.998641849
1403636580913555456.000000,-0.012226813,0.100899689,0.032589775,-0.041574687,0.017610153,-0.016383484,0.998845875
1403636580963555584.000000,-0.013884047,0.063183680,0.025073521,-0.033923548,0.019914877,-0.018432403,0.999056041
1403636581013555456.000000,-0.015345315,0.028205588,0.016909575,-0.026740482,0.020033581,-0.019785741,0.999245822
