1403715273262142976.000000,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,-0.000000000,1.000000000
1403715273312143104.000000,0.000035603,-0.000078280,0.000103837,-0.000025366,0.000010442,0.000015660,1.000000000
1403715273362142976.000000,0.000175558,-0.000146344,0.000023333,-0.000018326,-0.000010962,0.000039935,1.000000000
1403715273412143104.000000,-0.000098342,-0.000047758,0.000326659,-0.000007739,0.000036713,0.000026531,1.000000000
1403715273462142976.000000,-0.000010181,0.000213323,0.000084880,0.000046532,-0.000001675,0.000007818,1.000000000
1403715273512143104.000000,-0.000264004,0.000473777,-0.000097532,0.000100339,0.000074149,-0.000025589,1.000000000
1403715273562142976.000000,0.000273684,-0.000152224,-0.000450814,-0.000007593,0.000038670,0.000137281,1.000000000
1403715273612143104.000000,0.000627916,0.000581196,0.000041621,0.000125013,0.000088017,0.000095117,1.000000000
1403715273662142976.000000,0.000869750,0.000424712,-0.000025689,0.000036584,0.000005245,0.000042054,1.000000000
1403715273712143104.000000,-0.000087136,-0.000347570,-0.000261907,-0.000143290,0.000405956,0.000064452,0.999999940
1403715273762142976.000000,0.000373002,0.000468724,-0.000080630,0.000093228,0.000199263,0.000021009,1.000000000
1403715273812143104.000000,0.000192955,0.000396550,-0.000416449,0.000095537,0.000064215,0.000117114,1.000000000
1403715273862142976.000000,-0.000231367,0.000211648,-0.000125555,0.000109238,0.000063964,0.000000877,1.000000000
1403715273912143104.000000,0.000106700,0.000484920,0.000014477,0.000116571,0.000010962,0.000085665,1.000000000
1403715273962142976.000000,0.001296494,-0.000086956,-0.000214631,-0.000090508,-0.000050820,0.000051331,1.000000000
1403715274012143104.000000,0.000299160,0.000679612,0.000258350,0.000082613,0.001032141,0.000058316,0.999999464
1403715274062142976.000000,0.000442209,0.000155239,0.000191370,0.000045849,0.000381565,0.000297997,0.999999881
1403715274112143104.000000,-0.000138913,0.000173938,-0.000281670,0.000251913,0.000309264,0.000388722,0.999999821
1403715274162142976.000000,0.000130138,0.000034052,0.000204371,0.000142525,0.000026681,0.000395103,0.999999940
1403715274212143104.000000,-0.000261322,-0.000444389,0.000238018,-0.000005802,-0.000463272,0.000524309,0.999999762
1403715274262142976.000000,0.000332556,0.000005515,0.000682625,-0.000133567,-0.000421763,0.000318664,0.999999881
1403715274312143104.000000,0.000102015,0.000843760,0.000518695,-0.000084171,-0.000354301,0.000450910,0.999999821
1403715274362142976.000000,0.000288078,0.000378370,0.000628195,-0.000085130,-0.000250577,0.000379565,0.999999881
1403715274412143104.000000,0.000889181,-0.000834294,0.000497915,-0.000570242,-0.000312578,0.000280181,0.999999762
1403715274462142976.000000,0.000318100,-0.000063389,0.000159165,-0.000305417,-0.000083961,0.000314119,0.999999940
1403715274512143104.000000,0.000467036,-0.000506184,0.000083880,-0.000361829,-0.000201749,0.000010062,0.999999940
1403715274562142976.000000,0.000624077,-0.000666284,-0.000033873,-0.000418610,-0.000396040,0.000322854,0.999999762
1403715274612143104.000000,0.000300908,0.000147518,0.000037551,-0.000164911,-0.000392215,0.000109374,0.999999881
1403715274662142976.000000,0.000048993,-0.000048165,0.000331330,-0.000115453,-0.000126157,-0.000108170,1.000000000
1403715274712143104.000000,0.000009760,-0.000143440,0.000384764,-0.000070668,-0.000122700,-0.000107138,1.000000000
1403715274762142976.000000,-0.000218423,0.000045136,-0.000105098,-0.000011266,0.000040656,-0.000153273,1.000000000
1403715274812143104.000000,-0.000558479,-0.000412448,-0.000218618,-0.000136286,0.000189374,-0.000125498,0.999999940
1403715274862142976.000000,-0.000572449,0.000210795,-0.000341275,0.000085039,0.000163089,-0.000150168,1.000000000
1403715274912143104.000000,-0.000328667,-0.000312037,-0.000217816,-0.000085379,0.000112876,-0.000111724,1.000000000
1403715274962142976.000000,-0.000422082,0.000059036,0.000064236,-0.000025451,0.000124631,-0.000109686,1.000000000
1403715275012143104.000000,0.000139444,0.000089120,0.000209300,0.000043425,0.000032300,-0.000071760,1.000000000
