1403636579763555584.000000,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,-0.000000000,1.000000000
1403636579813555456.000000,0.000581905,0.015423426,0.007490665,0.001481621,0.002573044,-0.000581248,0.999995470
1403636579863555584.000000,0.000085083,0.034020476,0.013697129,-0.000753316,0.004909415,-0.002410028,0.999984801
1403636579913555456.000000,0.000810472,0.056681298,0.021781733,-0.005827926,0.005847480,-0.002854010,0.999961853
1403636579963555584.000000,0.000410432,0.081161350,0.028513638,-0.011995699,0.005743093,-0.002773649,0.999907732
1403636580013555456.000000,-0.001037951,0.104696944,0.035075068,-0.017149821,0.005705058,-0.001261480,0.999835908
1403636580063555584.000000,-0.001498384,0.130208030,0.043296080,-0.020858694,0.005948106,-0.000443620,0.999764621
1403636580113555456.000000,-0.001658523,0.156017095,0.048872210,-0.023278598,0.005604365,0.001625263,0.999711990
1403636580163555584.000000,-0.002408750,0.180838943,0.055490691,-0.025191659,0.005103236,0.003177342,0.999664545
1403636580213555456.000000,-0.003133854,0.204329044,0.061250106,-0.027334981,0.004589613,0.003658129,0.999609113
1403636580263555584.000000,-0.003415940,0.225614160,0.066548645,-0.029937232,0.004464536,0.002873511,0.999537706
1403636580313555456.000000,-0.004061779,0.245575055,0.071024261,-0.033815715,0.004775163,-0.000157759,0.999416649
1403636580363555584.000000,-0.004982720,0.263666034,0.073514849,-0.039473116,0.003697524,-0.000478969,0.999213696
1403636580413555456.000000,-0.005683250,0.280517340,0.075697541,-0.046743814,0.003769756,-0.001902520,0.998898029
1403636580463555584.000000,-0.006776678,0.292121321,0.076851763,-0.055755012,0.003108481,-0.002219407,0.998437166
1403636580513555456.000000,-0.007444687,0.298640728,0.077244304,-0.064415425,0.002757680,-0.002332353,0.997916698
1403636580563555584.000000,-0.008220993,0.297153860,0.075977474,-0.070778914,0.001739506,-0.000948389,0.997490048
1403636580613555456.000000,-0.009101115,0.286971718,0.071648896,-0.073396921,0.000300998,-0.000520979,0.997302651
1403636580663555584.000000,-0.009993401,0.268771917,0.066504747,-0.072150044,0.000003118,-0.000117169,0.997393787
1403636580713555456.000000,-0.011109862,0.244304597,0.061576597,-0.068336166,0.001594524,-0.002273919,0.997658491
1403636580763555584.000000,-0.011260985,0.213082090,0.054761119,-0.063009478,0.003900019,-0.005621109,0.997989476
1403636580813555456.000000,-0.011230824,0.178226307,0.047914792,-0.056556880,0.007238292,-0.008958684,0.998332977
1403636580863555584.000000,-0.011781731,0.138988987,0.039317533,-0.049191896,0.012438640,-0.012838579,0.998629391
1403636580913555456.000000,-0.011793070,0.100124262,0.033764362,-0.041583389,0.017500216,-0.016535617,0.998844922
1403636580963555584.000000,-0.013765288,0.062764332,0.026010389,-0.033810522,0.019878605,-0.018565785,0.999058068
1403636581013555456.000000,-0.014806415,0.027400337,0.018141102,-0.026799291,0.019985309,-0.020087589,0.999239206
